ortholog/paralog1,paralog2,ortholog,score
K7INY4,no,A0A088AF26,1251.5
K7INY5,no,A0A088AF88,2048.0
K7INY6,no,A0A088AF87,928.0
K7INY7,no,A0A088AF86,324.5
K7INY8,no,A0A088AF60,740.0
K7INY9,no,A0A087ZVR2,397.0
K7INZ0,no,A0A087ZVQ8,309.5
K7INZ1,no,A0A088AST7,1344.0
K7INZ2,no,A0A088AE16,600.5
K7INZ4,no,A0A088AE12,585.5
K7INZ5,no,A0A087ZS27,1158.0
K7IP00,no,A0A088ANV3,820.0
K7IP02,no,A0A088ANV4,169.0
K7IP03,no,A0A088AP94,724.0
K7IP04,no,A0A088AP88,447.5
K7IP05,no,A0A088ANV7,631.0
K7IP09,no,A0A088AP89,211.0
K7IP10,no,A0A088ANV5,375.0
K7IP11,no,A0A088A4H2,165.0
K7IP12,no,A0A088A4H4,521.0
K7IP13,no,A0A088A4J7,571.0
K7IP14,no,A0A088A4H6,721.5
K7IP15,no,A0A088A4H7,1129.0
K7IP16,no,A0A088A4J6,320.0
K7IP17,no,A0A088AER7,333.0
K7IP22,no,A0A088ASN0,395.0
K7IP23,no,A0A088ASI2,889.0
K7IP25,no,A0A088AMT7,384.0
K7IP26,no,A0A088A274,483.0
K7IP27,no,A0A088AMT8,1019.0
K7IP28,no,A0A088ABY8,1021.5
K7IP29,no,A0A088ABY7,1130.5
K7IP31,no,A0A088ABY6,583.0
K7IP32,no,A0A088ABY5,555.0
K7IP33,no,A0A088ABZ0,518.0
K7IP34,no,A0A088ABY2,377.5
K7IP35,no,A0A088ABZ1,625.5
K7IP36,no,A0A088AHE5,590.5
K7IP38,no,A0A088AQ53,187.0
K7IP39,no,A0A088AQ84,1518.0
K7IP40,no,A0A088AQ83,404.0
K7IP41,no,A0A088ADC0,312.0
K7IP42,no,A0A088ADH2,667.0
K7IP43,no,A0A088A2N3,224.0
K7IP44,no,A0A088A2N4,328.0
K7IP45,no,A0A088A2M4,82.8
K7IP46,no,A0A088AUA4,553.0
K7IP47,no,A0A088AU89,509.0
K7IP48,no,A0A087ZR95,1123.0
K7IP49,no,A0A088ATB2,611.5
K7IP50,no,A0A088ATB5,471.0
K7IP52,no,A0A088ARB1,311.5
K7IP53,no,A0A087ZUA5,295.0
K7IP54,no,A0A088AR25,150.0
K7IP55,no,A0A088ARB4,1111.5
K7IP58,no,A0A088AEB1,248.0
K7IP59,no,A0A088AE86,368.5
K7IP62,no,A0A088AUH2,660.5
K7IP65,no,A0A088A798,395.5
K7IP66,no,A0A088AGN2,585.0
K7IP67,no,A0A088A041,240.0
K7IP72,no,A0A088AGM2,396.0
K7IP74,no,A0A088AQ58,438.0
K7IP75,no,A0A088AQ57,161.0
K7IP76,no,A0A088AEZ5,1636.0
K7IP78,no,A0A088AHX7,2287.0
K7IP80,no,A0A088AHX8,548.0
K7IP81,no,A0A088AHY1,895.0
K7IP82,no,A0A088AHX9,426.5
K7IP83,no,A0A088AHF7,236.0
K7IP84,no,A0A088AUD8,393.5
K7IP85,no,A0A088AUC8,319.0
K7IP87,no,A0A088AUC4,349.0
K7IP88,no,A0A088AUC3,426.5
K7IP89,no,A0A088AUC2,287.0
K7IP90,no,A0A088AKM6,691.0
K7IP92,no,A0A087ZTQ9,676.0
K7IP93,no,A0A087ZTS4,59.3
K7IP94,no,A0A087ZTR1,938.0
K7IP95,no,A0A087ZTS3,253.5
K7IP96,no,A0A087ZTS0,1084.0
K7IP97,no,A0A088A2M7,234.0
K7IP98,no,A0A088A7U6,400.5
K7IP99,no,A0A088A2M6,960.0
K7IPA0,no,A0A088AE10,249.0
K7IPA1,no,A0A088AE23,841.5
K7IPA2,no,A0A088AHU3,276.0
K7IPA3,no,A0A088AP79,190.0
K7IPA6,no,A0A087ZV14,112.0
K7IPA7,no,A0A087ZUT4,609.5
K7IPA8,no,A0A087ZUZ7,1446.5
K7IPA9,no,A0A087ZUZ8,733.5
K7IPB1,no,A0A088ALR7,899.0
K7IPB3,no,A0A088AAB9,135.0
K7IPB4,no,A0A0B4J2N1,1633.0
K7IPB5,no,A0A088AEI4,1071.5
K7IPB6,no,A0A088AEL4,435.0
K7IPB7,no,A0A088ARB7,300.0
K7IPB8,no,A0A088AC03,62.8
K7IPB9,no,A0A088AAC2,227.0
K7IPC0,no,A0A088AEI5,730.5
K7IPC1,no,A0A088A2P5,474.0
K7IPC2,no,A0A087ZX56,1364.5
K7IPC3,no,A0A088AGW3,720.0
K7IPC4,no,A0A088AJ70,480.0
K7IPC5,no,A0A088AIP9,295.0
K7IPC6,no,A0A088AHF1,238.0
K7IPC7,no,A0A087ZTK6,741.5
K7IPC8,no,A0A088A043,129.0
K7IPC9,no,A0A088A034,154.0
K7IPD0,no,A0A087ZX74,263.0
K7IPD1,no,A0A088AVF8,282.0
K7IPD2,no,A0A088AVF7,125.5
K7IPD3,no,A0A088AHF2,492.5
K7IPD4,no,A0A088AHF4,390.0
K7IPD6,no,A0A088AHF5,356.0
K7IPE0,no,A0A088AHF6,507.5
K7IPE2,no,A0A087ZND8,269.5
K7IPE3,no,A0A087ZNA5,1608.0
K7IPE4,no,A0A088A782,339.0
K7IPE5,no,A0A088ALR1,330.0
K7IPE6,no,A0A088ALQ8,728.0
K7IPE7,no,A0A088ALQ7,267.0
K7IPE9,no,A0A088ADB5,2169.0
K7IPF0,no,A0A088ADB6,366.0
K7IPF2,no,A0A088AQ82,443.0
K7IPF3,no,A0A088AKU7,412.0
K7IPF5,no,A0A088AKU8,329.5
K7IPF6,no,A0A088AS34,370.0
K7IPF7,no,A0A088A820,820.0
K7IPF8,no,A0A088A7R4,435.0
K7IPF9,no,A0A088AFC7,886.0
K7IPG0,no,A0A088APT9,238.0
K7IPG3,no,A0A088AFC8,871.5
K7IPG4,no,A0A088AFD0,127.5
K7IPG6,no,A0A087ZNA7,1555.0
K7IPG7,no,A0A087ZND7,514.0
K7IPG9,no,A0A087ZNA9,512.0
K7IPH0,no,A0A087ZNA8,1521.0
K7IPH6,no,A0A088AFB6,262.0
K7IPH7,no,A0A087ZQ51,196.0
K7IPH8,no,A0A087ZQ38,254.0
K7IPH9,no,A0A088AF94,1597.0
K7IPI0,no,A0A088A6X9,1070.0
K7IPI2,no,A0A088AFD4,274.0
K7IPI3,no,A0A088AF07,303.0
K7IPI4,no,A0A088AFD1,545.0
K7IPI5,no,A0A088A763,114.0
K7IPI6,no,A0A088A2S3,1224.0
K7IPJ0,no,A0A087ZWH0,1651.0
K7IPJ1,no,A0A087ZWH1,1184.0
K7IPJ2,no,A0A087ZW70,288.0
K7IPJ3,no,A0A088AH49,248.0
K7IPJ5,no,A0A088AP33,1045.0
K7IPJ7,no,A0A088AP43,444.0
K7IPK1,no,A0A088AP41,600.0
K7IPK2,no,A0A088AP35,730.0
K7IPK3,no,A0A088AP40,1212.0
K7IPK4,no,A0A088AP39,526.0
K7IPK5,no,A0A088AP36,561.0
K7IPK6,no,A0A088AP38,285.0
K7IPK7,no,A0A087ZSE9,492.0
K7IPL1,no,A0A088AMA1,409.0
K7IPL3,no,A0A088AME3,667.5
K7IPL4,no,A0A088A2E4,1927.0
K7IPL6,no,A0A088AVR0,467.0
K7IPL7,no,A0A088AVK9,215.0
K7IPL8,no,A0A088AVR1,365.0
K7IPL9,no,A0A088AVK8,407.0
K7IPM2,no,A0A088AQ25,791.0
K7IPM4,no,A0A088AQ21,300.5
K7IPM5,no,A0A088APT7,520.0
K7IPM7,no,A0A088AVK6,1912.0
K7IPM8,no,A0A088AHT8,276.0
K7IPM9,no,A0A088AHT9,496.0
K7IPN0,no,A0A088AHJ7,768.0
K7IPN1,no,A0A088AHJ6,353.5
K7IPN2,no,A0A088AHJ3,330.5
K7IPN4,no,A0A088ATI3,578.5
K7IPN5,no,A0A088AT94,125.0
K7IPN7,no,A0A087ZVD6,1068.0
K7IPN8,no,A0A088APY7,376.0
K7IPN9,no,A0A088APY8,1083.0
K7IPP0,no,A0A088AVI2,614.0
K7IPP1,no,A0A088AVT4,293.0
K7IPP3,no,A0A088AMC8,866.0
K7IPP4,no,A0A088A791,1706.0
K7IPP5,no,A0A088AMC7,374.0
K7IPP6,no,A0A088A787,479.0
K7IPP7,no,A0A087ZS99,482.5
K7IPP8,no,A0A087ZS79,273.0
K7IPP9,no,A0A087ZS98,2222.5
K7IPQ0,no,A0A087ZS80,150.0
K7IPQ1,no,A0A087ZS81,346.0
K7IPQ2,no,A0A087ZS97,458.0
K7IPQ3,no,A0A087ZS94,484.0
K7IPQ4,no,A0A087ZS89,766.0
K7IPQ5,no,A0A087ZS49,214.0
K7IPQ7,no,A0A088AMH7,353.0
K7IPQ8,no,A0A088AM79,401.0
K7IPR1,no,A0A088AMH8,371.0
K7IPR2,no,A0A088AM77,677.0
K7IPR3,no,A0A088AFN6,780.0
K7IPR4,no,A0A088AEP4,2295.5
K7IPR5,no,A0A088AUH3,774.0
K7IPR6,no,A0A088AUH4,302.0
K7IPR7,no,A0A088AAE5,1070.0
K7IPS0,no,A0A088ABG0,928.5
K7IPS2,no,H9KEI2,312.0
K7IPS3,no,A0A088AAB7,1644.0
K7IPS4,no,A0A088AAM9,1095.5
K7IPS5,no,A0A087ZVP7,196.0
K7IPS6,no,A0A088ALQ2,304.0
K7IPS7,no,A0A088A1T8,1075.0
K7IPS8,no,A0A088AAM6,217.0
K7IPT1,no,A0A088AFN1,985.0
K7IPT4,no,A0A087ZSF9,2572.5
K7IPT5,no,A0A087ZS20,396.0
K7IPT6,no,A0A088ACZ9,1910.0
K7IPT7,no,A0A088AVS1,1199.0
K7IPT8,no,A0A088A1S3,847.0
K7IPU2,no,A0A088AVI9,2038.0
K7IPU4,no,A0A088APW7,1261.0
K7IPU5,no,A0A088A6G3,362.0
K7IPU6,no,A0A088ANR5,709.0
K7IPU7,no,A0A088AJY4,408.0
K7IPU8,no,A0A087ZRD6,1176.0
K7IPU9,no,A0A088APV0,692.5
K7IPV0,no,A0A088APT8,891.0
K7IPV3,no,A0A087ZSN5,483.0
K7IPV4,no,A0A088A9J7,1332.0
K7IPV5,no,A0A088A9K1,653.5
K7IPV6,no,A0A087ZSR5,1252.5
K7IPV7,no,A0A088A1S5,335.0
K7IPV9,no,A0A088A199,165.0
K7IPW0,no,A0A088A1R9,1089.0
K7IPW2,no,A0A088A1R8,280.0
K7IPW3,no,A0A088ATI9,646.5
K7IPW4,no,A0A088A7V3,796.0
K7IPW5,no,A0A087ZTS7,441.0
K7IPW6,no,A0A087ZTQ7,1278.5
K7IPW7,no,A0A087ZTQ6,853.0
K7IPW8,no,A0A087ZTS9,656.5
K7IPW9,no,A0A087ZTQ3,725.5
K7IPX0,no,A0A088ASB8,831.0
K7IPX1,no,A0A088A8C3,306.0
K7IPX2,no,A0A088A3W4,185.5
K7IPX3,no,A0A088A3U7,1161.0
K7IPX4,no,A0A088A3X1,718.0
K7IPX5,no,A0A088A3X5,815.5
K7IPX7,no,A0A088A3U2,658.0
K7IPX8,no,A0A088A3X7,652.0
K7IPX9,no,A0A088A3U1,1544.5
K7IPY0,no,A0A088A3X8,1002.0
K7IPY1,no,A0A088A3U0,895.0
K7IPY2,no,A0A088A8C5,845.5
K7IPY3,no,A0A088AGX9,1189.0
K7IPY4,no,A0A088AH34,512.0
K7IPY6,no,A0A088AJJ7,169.0
K7IPY7,no,A0A088AJJ8,1110.5
K7IPY8,no,A0A088AJJ9,191.0
K7IPY9,no,A0A088AK85,655.0
K7IPZ0,no,A0A088AKM7,169.0
K7IPZ1,no,A0A087ZQ99,699.0
K7IPZ2,no,A0A087ZQA1,1073.5
K7IPZ6,no,A0A088A9G9,225.0
K7IPZ7,no,A0A087ZWK3,663.5
K7IPZ8,no,A0A087ZWK2,821.0
K7IQ01,no,A0A088AI51,407.5
K7IQ02,no,A0A088AI48,336.0
K7IQ03,no,A0A087ZP41,598.0
K7IQ04,no,A0A087ZP40,940.0
K7IQ09,no,A0A087ZT32,654.0
K7IQ10,no,A0A088ACE8,2229.5
K7IQ11,no,A0A088ACC5,443.0
K7IQ12,no,A0A088ACE9,453.0
K7IQ13,no,A0A088ACC4,146.0
K7IQ14,no,A0A088AAI8,471.0
K7IQ15,no,A0A088AAJ1,346.0
K7IQ16,no,A0A088AAI6,603.5
K7IQ17,no,A0A088A8Z7,1610.0
K7IQ18,no,A0A088A0L8,850.0
K7IQ19,no,A0A088AKL1,214.0
K7IQ20,no,A0A088AK93,172.0
K7IQ21,no,A0A088AK94,199.0
K7IQ22,no,A0A088A177,744.0
K7IQ23,no,A0A088ACL2,389.5
K7IQ24,no,A0A088ACI9,917.5
K7IQ26,no,A0A087ZRD4,1883.0
K7IQ27,no,A0A087ZRD5,584.0
K7IQ28,no,A0A088APU3,278.0
K7IQ29,no,A0A088AVI6,303.0
K7IQ30,no,A0A088AVS3,531.0
K7IQ31,no,A0A088APY5,1462.5
K7IQ32,no,A0A087ZT34,407.0
K7IQ35,no,A0A088AH35,609.5
K7IQ36,no,A0A087ZZ95,1030.0
K7IQ38,no,A0A088AV98,1669.5
K7IQ39,no,A0A088AL06,1863.5
K7IQ40,no,A0A088AL11,314.0
K7IQ42,no,A0A088AL05,4079.0
K7IQ45,no,A0A088AL12,641.0
K7IQ46,no,A0A088AL04,646.5
K7IQ47,no,A0A088AL13,974.0
K7IQ48,no,A0A088AL14,486.5
K7IQ49,no,A0A087ZTG0,471.0
K7IQ51,no,A0A088AL15,350.0
K7IQ52,no,A0A088AL02,1168.5
K7IQ55,no,A0A087ZNY6,416.5
K7IQ56,no,A0A088AQ07,660.0
K7IQ57,no,A0A088APU8,1096.0
K7IQ58,no,A0A088AIZ4,424.0
K7IQ59,no,A0A088AIZ5,233.0
K7IQ64,no,A0A088ABW2,238.5
K7IQ65,no,A0A088ABW3,235.0
K7IQ66,no,A0A088ABW5,277.0
K7IQ67,no,A0A088ABW8,1697.5
K7IQ69,no,A0A087ZVT7,829.0
K7IQ70,no,A0A087ZVS8,892.0
K7IQ72,no,A0A088AJN3,478.5
K7IQ73,no,A0A087ZVT3,665.5
K7IQ75,no,A0A087ZVT2,550.0
K7IQ76,no,A0A087ZPN6,794.5
K7IQ77,no,A0A087ZQ27,1226.0
K7IQ78,no,A0A087ZPN7,427.0
K7IQ79,no,A0A087ZQ25,331.0
K7IQ80,no,A0A087ZPP1,188.0
K7IQ81,no,A0A088A019,1670.0
K7IQ82,no,A0A088A052,1215.0
K7IQ83,no,A0A087ZSV5,712.0
K7IQ84,no,A0A088A5B5,1922.5
K7IQ86,no,A0A087ZR52,389.5
K7IQ88,no,A0A087ZR26,512.5
K7IQ91,no,A0A088A2E9,244.5
K7IQ92,no,A0A088APW5,258.0
K7IQ94,no,A0A088A2C5,1064.0
K7IQ95,no,A0A088A292,1096.0
K7IQ96,no,A0A088A2F5,539.5
K7IQ97,no,A0A088AJH7,337.0
K7IQ98,no,A0A087ZXX3,492.0
K7IQ99,no,A0A087ZXT0,1208.5
K7IQA0,no,A0A088ADA2,685.0
K7IQA1,no,A0A088ADA3,1387.0
K7IQA2,no,A0A088AD95,408.0
K7IQA3,no,A0A087ZS47,1673.5
K7IQA4,no,A0A088AM80,389.0
K7IQA5,no,A0A088AMH6,493.0
K7IQA6,no,A0A088AMH5,1232.5
K7IQA7,no,A0A088AM81,345.5
K7IQA8,no,A0A088AMH4,331.0
K7IQA9,no,A0A088A291,1644.0
K7IQB1,no,A0A088A289,299.0
K7IQB2,no,A0A088AQB6,694.0
K7IQB3,no,A0A088ACK0,378.0
K7IQB4,no,A0A088ACJ9,332.0
K7IQB5,no,A0A088A0P8,1502.0
K7IQB6,no,A0A088A0P7,146.0
K7IQB7,no,A0A088A0L4,1725.0
K7IQB8,no,A0A088AQ05,611.5
K7IQB9,no,A0A088APV2,471.0
K7IQC0,no,A0A088AJ02,921.0
K7IQC1,no,A0A088AJ03,949.0
K7IQC2,no,A0A088AJ04,569.0
K7IQC3,no,A0A088AVM2,616.0
K7IQC4,no,A0A088AVP6,893.5
K7IQC5,no,A0A088AVM0,512.5
K7IQD1,no,A0A087ZTC8,173.5
K7IQD2,no,A0A087ZT76,1119.0
K7IQD3,no,A0A088AB36,873.0
K7IQD4,no,A0A088AB37,219.0
K7IQD6,no,A0A088AB90,452.0
K7IQD7,no,A0A088AB89,1171.0
K7IQD8,no,A0A088AB38,1313.5
K7IQD9,no,A0A088A0I0,301.0
K7IQE0,no,A0A088A0I1,385.5
K7IQE1,no,A0A087ZZQ1,1291.5
K7IQE2,no,A0A088A0I3,445.0
K7IQE3,no,A0A087ZZP9,1029.5
K7IQE4,no,A0A087ZTC5,474.0
K7IQE5,no,A0A087ZTC2,435.5
K7IQE6,no,A0A087ZTC1,258.0
K7IQE8,no,A0A087ZT82,534.5
K7IQE9,no,A0A087ZT86,2571.5
K7IQF0,no,A0A087ZUK8,634.0
K7IQF1,no,A0A087ZUP2,304.0
K7IQF2,no,A0A087ZUP4,819.0
K7IQF4,no,A0A088AM06,287.0
K7IQF5,no,A0A088AM31,426.0
K7IQF6,no,A0A087ZZR7,275.5
K7IQF7,no,A0A087ZTD7,118.0
K7IQF8,no,A0A087ZT70,618.5
K7IQF9,no,A0A087ZTD5,342.0
K7IQG0,no,A0A087ZT71,2513.5
K7IQG1,no,A0A088A5W1,522.0
K7IQG2,no,A0A088A5W0,428.0
K7IQG3,no,A0A088A632,356.0
K7IQG4,no,A0A088A633,474.0
K7IQG5,no,A0A088A5V7,1448.0
K7IQG6,no,A0A088A634,683.0
K7IQG7,no,A0A088A635,344.0
K7IQG8,no,A0A088A5V5,1879.0
K7IQG9,no,A0A088A636,679.0
K7IQH0,no,A0A088A5V3,2283.0
K7IQH1,no,A0A088A654,234.0
K7IQH2,no,A0A088AJD4,347.0
K7IQH3,no,A0A088AJD3,331.5
K7IQH4,no,A0A087ZXD0,681.5
K7IQH5,no,A0A087ZZZ8,871.0
K7IQH6,no,A0A088A077,146.0
K7IQH7,no,A0A088A076,492.0
K7IQH8,no,A0A088A5Z0,453.0
K7IQH9,no,A0A088A613,1413.5
K7IQI0,no,A0A088A614,916.5
K7IQI1,no,A0A088A5Y9,549.0
K7IQI2,no,A0A088A5Y8,1100.5
K7IQI3,no,A0A088A618,686.0
K7IQI4,no,A0A088A620,1192.0
K7IQI5,no,A0A088A5X9,169.0
K7IQI6,no,A0A088A5X8,377.0
K7IQI9,no,A0A088AJC4,855.0
K7IQJ0,no,A0A088AJ32,457.0
K7IQJ1,no,A0A087ZMR9,626.0
K7IQJ2,no,A0A087ZMS0,155.0
K7IQJ3,no,A0A087ZMU0,1700.0
K7IQJ4,no,A0A087ZMS1,1984.0
K7IQJ5,no,A0A087ZVE9,152.0
K7IQJ6,no,A0A087ZUZ3,883.5
K7IQJ7,no,A0A087ZVF3,318.5
K7IQK0,no,A0A087ZVF4,1587.0
K7IQK1,no,A0A087ZVF5,419.0
K7IQK6,no,A0A088AB83,600.0
K7IQK7,no,A0A088AB41,712.0
K7IQK8,no,A0A088AB86,428.5
K7IQK9,no,A0A088AB87,1175.0
K7IQL0,no,A0A088AN61,1229.5
K7IQL1,no,A0A088AN43,239.0
K7IQL2,no,A0A088AN44,398.0
K7IQL3,no,A0A088AN12,930.0
K7IQL5,no,A0A087ZYP3,1617.5
K7IQL6,no,Q86DH6,526.5
K7IQL7,no,A0A087ZYP6,205.0
K7IQL8,no,A0A087ZZ45,199.0
K7IQL9,no,A0A087ZYP8,885.0
K7IQM0,no,A0A087ZZ44,1002.5
K7IQM1,no,A0A088AN42,577.0
K7IQM3,no,A0A088ANB6,658.5
K7IQM4,no,A0A088A5G7,270.0
K7IQM5,no,A0A088AD43,413.5
K7IQM6,no,A0A087ZYX5,1764.5
K7IQN1,no,A0A087ZYR6,90.9
K7IQN2,no,A0A088A5T6,826.5
K7IQN3,no,A0A088ADW6,1210.0
K7IQN4,no,A0A088ADW8,72.4
K7IQN5,no,A0A088ADW4,711.0
K7IQN6,no,A0A088AVZ8,344.0
K7IQN7,no,A0A088AW11,154.0
K7IQN8,no,A0A087ZYZ2,946.0
K7IQN9,no,A0A087ZYZ0,343.0
K7IQP0,no,A0A087ZYY9,332.0
K7IQP1,no,A0A087ZYT8,267.0
K7IQP3,no,A0A087ZYY8,674.5
K7IQP4,no,A0A087ZYY7,231.0
K7IQP5,no,A0A087ZYY6,167.0
K7IQP6,no,A0A087ZYY5,2213.5
K7IQP8,no,A0A087ZYY3,389.5
K7IQP9,no,A0A088AQN8,664.0
K7IQQ0,no,A0A088ADS2,4294.5
K7IQQ2,no,A0A087ZSX0,522.0
K7IQQ3,no,A0A088ADJ9,1016.5
K7IQQ4,no,A0A088ADP6,269.0
K7IQQ5,no,A0A088ADM7,125.0
K7IQQ6,no,A0A088ADM6,584.0
K7IQQ7,no,A0A087ZV95,481.0
K7IQQ9,no,A0A087ZV43,407.5
K7IQR1,no,A0A087ZV44,237.0
K7IQR2,no,A0A087ZV92,251.0
K7IQR3,no,A0A088A358,221.5
K7IQR4,no,A0A088AHE4,337.0
K7IQR5,no,A0A088AFB3,1378.0
K7IQR6,no,A0A088AF35,1037.5
K7IQR7,no,A0A088ARI1,400.0
K7IQR8,no,A0A088AU35,436.5
K7IQR9,no,A0A088ATX7,774.0
K7IQS0,no,A0A088A3I4,748.0
K7IQS1,no,A0A088AAD8,174.5
K7IQS2,no,A0A087ZZD1,1009.5
K7IQS3,no,A0A087ZUE6,195.0
K7IQS5,no,A0A087ZUF2,394.0
K7IQS6,no,A0A087ZUC3,890.0
K7IQS7,no,A0A087ZUE5,652.0
K7IQS8,no,A0A088AHU1,645.0
K7IQT0,no,A0A088AHJ1,1684.0
K7IQT1,no,A0A088AQC6,952.5
K7IQT2,no,A0A088A1L4,2376.0
K7IQT3,no,A0A088A1F8,366.0
K7IQT4,no,A0A088A1F7,264.0
K7IQT5,no,A0A088A1F6,540.5
K7IQT6,no,A0A088A1F5,268.5
K7IQT7,no,A0A088A1F4,990.0
K7IQT8,no,A0A088A1F2,361.0
K7IQT9,no,A0A088A1F1,5469.5
K7IQU0,no,A0A088A1L8,374.0
K7IQU1,no,A0A088A1L9,1047.5
K7IQU2,no,A0A088A1E9,454.0
K7IQU3,no,A0A088A1E8,635.0
K7IQU4,no,A0A088A1M0,202.0
K7IQU5,no,A0A088A1M3,1206.0
K7IQU6,no,A0A088A1E6,650.5
K7IQU7,no,A0A088A1E4,483.0
K7IQU8,no,A0A087ZPC0,851.5
K7IQU9,no,A0A088AJ19,368.5
K7IQV0,no,A0A088A1E1,227.5
K7IQV2,no,A0A088A1M8,991.5
K7IQV3,no,A0A088A1M5,1035.5
K7IQV4,no,A0A088A1E3,604.0
K7IQV5,no,A0A088A1M4,1110.0
K7IQV6,no,A0A087ZPA3,681.0
K7IQV7,no,A0A087ZPA5,557.0
K7IQV8,no,A0A087ZPA6,1023.0
K7IQV9,no,A0A087ZPB9,239.0
K7IQW0,no,A0A087ZUY3,427.0
K7IQW1,no,A0A088ARG2,1112.0
K7IQW2,no,A0A088ARG6,279.5
K7IQW4,no,A0A088AGR7,262.5
K7IQW5,no,A0A088AGR0,831.0
K7IQW6,no,A0A088AGR2,261.0
K7IQW7,no,A0A088AGR6,635.0
K7IQW8,no,A0A088AGR5,297.0
K7IQW9,no,A0A088AA33,185.0
K7IQX0,no,A0A088AA31,220.5
K7IQX1,no,A0A088AA34,726.0
K7IQX2,no,A0A088AA30,581.5
K7IQX3,no,A0A088AA28,52.150000000000006
K7IQX6,no,A0A088AFW9,240.5
K7IQX8,no,A0A088AA35,259.0
K7IQX9,no,A0A088AA27,233.0
K7IQY0,no,A0A088AA26,386.0
K7IQY1,no,A0A088AA37,1157.5
K7IQY2,no,A0A088AA24,335.0
K7IQY5,no,A0A088A3I5,996.5
K7IQY6,no,A0A088A3M6,220.0
K7IQY7,no,A0A088ANK4,212.0
K7IQY8,no,A0A088AAR0,409.5
K7IQY9,no,A0A088AVX8,642.0
K7IQZ0,no,A0A088ARI4,1953.5
K7IQZ1,no,A0A088AQQ0,627.0
K7IQZ2,no,A0A088AAG1,704.0
K7IQZ3,no,A0A088AAG2,1457.5
K7IQZ4,no,A0A088AEZ0,270.0
K7IQZ6,no,A0A088A8B3,1477.0
K7IQZ8,no,A0A087ZV73,407.0
K7IQZ9,no,A0A087ZVE3,274.0
K7IR00,no,A0A088A1P8,895.0
K7IR01,no,A0A088A176,499.5
K7IR02,no,A0A088ACU7,395.5
K7IR03,no,A0A088ACW6,913.5
K7IR05,no,A0A088A2C3,239.0
K7IR07,no,A0A087ZT35,822.0
K7IR08,no,A0A088A2Q6,526.0
K7IR10,no,A0A088AIY5,621.0
K7IR13,no,A0A088A5K9,526.0
K7IR14,no,A0A087ZVG3,1881.0
K7IR15,no,A0A087ZUY0,485.0
K7IR16,no,A0A088ASK2,1257.5
K7IR17,no,A0A088AK91,678.0
K7IR18,no,A0A088AM17,159.0
K7IR19,no,A0A088AUJ3,728.0
K7IR21,no,A0A087ZX99,480.0
K7IR22,no,A0A087ZXB2,485.0
K7IR23,no,A0A087ZX98,239.0
K7IR24,no,A0A088A4L7,865.5
K7IR26,no,A0A088A815,435.5
K7IR27,no,A0A088A7R9,332.0
K7IR28,no,A0A088A816,879.0
K7IR29,no,A0A088A817,362.0
K7IR30,no,A0A088A7R7,836.0
K7IR31,no,A0A088AMT9,590.5
K7IR33,no,A0A088AMU0,498.0
K7IR34,no,A0A088AMU1,101.0
K7IR35,no,A0A088AMU2,262.5
K7IR36,no,A0A088A1Z9,720.0
K7IR37,no,A0A088A114,1363.5
K7IR38,no,A0A088AAN9,431.5
K7IR39,no,A0A088AS86,584.0
K7IR40,no,A0A088AS60,820.0
K7IR41,no,A0A088AN80,1055.5
K7IR42,no,A0A088A745,62.8
K7IR43,no,A0A088ANP4,563.0
K7IR44,no,A0A087ZTB3,1821.0
K7IR46,no,A0A088A049,1140.0
K7IR48,no,A0A088AB47,269.0
K7IR52,no,A0A087ZMR2,157.5
K7IR53,no,A0A087ZMR4,7537.0
K7IR54,no,A0A087ZMR7,3294.5
K7IR55,no,A0A088AJC3,1121.5
K7IR56,no,A0A087ZUZ4,387.0
K7IR57,no,A0A088AHY3,602.0
K7IR58,no,A0A0B4J2M8,587.0
K7IR59,no,A0A088A6M6,730.0
K7IR60,no,A0A088A302,239.5
K7IR63,no,A0A088A300,477.0
K7IR64,no,A0A088A7M6,795.0
K7IR65,no,A0A088A7J8,270.0
K7IR66,no,A0A088A7J7,398.5
K7IR67,no,A0A088AAV3,209.0
K7IR68,no,A0A088A661,695.5
K7IR70,no,A0A088A5T7,630.0
K7IR72,no,A0A088AB71,286.0
K7IR73,no,A0A088AB45,639.0
K7IR74,no,A0A088AB44,192.0
K7IR75,no,A0A088AB73,909.5
K7IR77,no,A0A088A0F2,623.0
K7IR78,no,A0A088AL43,272.5
K7IR79,no,A0A088AL42,527.5
K7IR81,no,A0A088A625,314.0
K7IR82,no,A0A088A5W9,1634.5
K7IR84,no,A0A088A627,541.0
K7IR85,no,A0A088A606,403.0
K7IR86,no,A0A088A605,397.5
K7IR87,no,A0A087ZZZ6,589.0
K7IR88,no,A0A087ZZZ7,442.0
K7IR89,no,A0A088A084,1303.5
K7IR90,no,A0A088A079,128.0
K7IR91,no,A0A088A078,198.0
K7IR92,no,A0A088A7B9,846.5
K7IR93,no,A0A088A7F1,413.5
K7IR94,no,A0A088AP14,1500.0
K7IR95,no,A0A088AP58,356.0
K7IR96,no,A0A088AP60,261.5
K7IR97,no,A0A088A5U5,635.0
K7IR98,no,A0A088A646,87.4
K7IR99,no,A0A088A645,436.0
K7IRA0,no,A0A088A5U8,1262.5
K7IRA1,no,A0A088A5V0,907.0
K7IRA2,no,A0A088A5V1,609.5
K7IRA3,no,A0A088A638,113.0
